Číslo závady,EC_SVE,EČ objektu,Katastr,Ulice,Sektor závady,Rok závady,Datum nahlášení závady,Typ závady,Plánovaný termín opravy,Stav opravy,Způsob opravy,Datum opravy
1 378,S-1286-018,Z-575,Zábrdovice,VRANOVSKÁ,Brno - východ,2 016,23.7.2016,viz. poznámka,30.7.2016,Definitivní,Z obnovena komunikace,26.7.2016
1 379,S-1416-003,Z-065,Slatina,ČERNOVIČKY,Brno - východ,2 016,23.7.2016,Z vypadený jistící prvek,30.7.2016,Provizorní,kabelová porucha 2,25.7.2016
1 380,S-1485-036,Z-531,Stránice,ÚVOZ,Brno - východ,2 016,23.7.2016,SO nekomunikuje čip,30.7.2016,Definitivní,při kontrole vše v pořádku,30.9.2016
1 381,S-0482-056,Z-228,Královo Pole,KOSMOVA,Brno - západ,2 016,23.7.2016,SO nekomunikuje čip,30.7.2016,Definitivní,jiná závada,14.11.2016
1 382,S-0279-049,Z-126,Komín,HLAVNÍ,Brno - západ,2 016,23.7.2016,SO nekomunikuje čip,30.7.2016,Definitivní,jiná závada,30.8.2016
1 383,S-1123-001,,Město Brno,SUKOVA,Brno - východ,2 016,24.7.2016,S svítidlo-bliká,31.7.2016,Definitivní,při kontrole vše v pořádku,25.7.2016
1 384,S-1117-020,,Staré Brno,STUDÁNKA,Brno - východ,2 016,25.7.2016,S svítidlo-nesvítí,1.8.2016,Definitivní,S výměna světelného zdroje,26.7.2016
1 385,S-0308-015,Z-144,Žabovřesky,HRADECKÁ,Brno - západ,2 016,25.7.2016,"Z vypnuta regulace, viz.poznámka",1.8.2016,Definitivní,Z regulace vyměněna,25.7.2016
1 386,S-0654-060,Z-287,Černá Pole,MERHAUTOVA,Brno - východ,2 016,25.7.2016,Z porucha regulace,1.8.2016,Definitivní,Z regulace vyměněna,25.7.2016
1 387,S-1422-001,Z-067,Město Brno,ČESKÁ,Brno - východ,2 016,25.7.2016,Z porucha regulace,1.8.2016,Definitivní,Teplotní vlivy,27.7.2016
1 388,S-0250-031,Z-111,Lesná,HALASOVO NÁMĚSTÍ,Brno - východ,2 016,25.7.2016,Z porucha regulace,1.8.2016,Definitivní,Teplotní vlivy,27.7.2016
1 389,S-0275-094,Z-122,Štýřice,HERŠPICKÁ,Brno - západ,2 016,25.7.2016,Z porucha regulace,1.8.2016,Definitivní,Teplotní vlivy,27.7.2016
1 390,S-0789-180,Z-340,Černovice,OLOMOUCKÁ,Brno - východ,2 016,25.7.2016,Z porucha regulace,1.8.2016,Definitivní,Teplotní vlivy,27.7.2016
1 391,S-0579-005,Z-261,Stránice,LERCHOVA,Brno - západ,2 016,25.7.2016,Z nekomunikuje,1.8.2016,Definitivní,Z výměna zdroje,25.7.2016
1 392,S-0059-068,,Horní Heršpice,BOHUNICKÁ,Brno - západ,2 016,25.7.2016,S svítidlo-bliká,1.8.2016,Definitivní,S výměna světelného zdroje,26.7.2016
1 393,S-1404-011,,Veveří,ŽIŽKOVA,Brno - východ,2 016,25.7.2016,S svítidlo-bliká,1.8.2016,Definitivní,S výměna světelného zdroje,26.7.2016
1 394,S-0693-011,,Černá Pole,MUCHOVA,Brno - východ,2 016,25.7.2016,S svítidlo-nesvítí,1.8.2016,Definitivní,S výměna světelného zdroje,26.7.2016
1 395,S-0970-003,Z-433,Kohoutovice,RICHTROVA,Brno - západ,2 016,25.7.2016,Z vybitá PLC baterie,1.8.2016,Definitivní,Z výměna baterie,26.7.2016
1 396,S-1107-001,,Žabovřesky,STRMÁ,Brno - západ,2 016,25.7.2016,S stožár-poškozen,1.8.2016,Definitivní,S výměna svítidla,26.7.2016
1 397,S-1174-007,Z-509,Komárov,TUHÁČKOVA,Brno - východ,2 016,25.7.2016,"Z vypnuta regulace, viz.poznámka",1.8.2016,Definitivní,Z regulace seřízena,26.7.2016
1 398,S-0242-006,Z-107,Štýřice,GRMELOVA,Brno - západ,2 016,26.7.2016,Z vypadený jistící prvek,2.8.2016,Definitivní,vypadený jistící prvek,26.7.2016
1 399,S-0242-006,Z-107,Štýřice,GRMELOVA,Brno - západ,2 016,26.7.2016,Z vybitá PLC baterie,2.8.2016,Definitivní,Z výměna baterie,26.7.2016
1 400,S-1050-021,R-1050-001,Lesná,SLAVÍČKOVA,Brno - východ,2 016,26.7.2016,"dvířka-poškozena, chybí",2.8.2016,Definitivní,R oprava dvířek,26.7.2016
1 401,S-0890-004,,Líšeň,POPELÁKOVA,Brno - východ,2 016,26.7.2016,S svítidlo-nesvítí,2.8.2016,Definitivní,S výměna světelného zdroje,27.7.2016
1 402,S-1456-005,,Zábrdovice,ŠPITÁLKA,Brno - východ,2 016,26.7.2016,"dvířka-poškozena, chybí",2.8.2016,Definitivní,S montáž dvířek,27.7.2016
1 403,S-0184-009,,Město Brno,DVOŘÁKOVA,Brno - východ,2 016,26.7.2016,S svítidlo-nesvítí,2.8.2016,Definitivní,S výměna světelného zdroje,28.7.2016
1 404,S-0637-005,R-0637-003,Město Brno,MASARYKOVA,Brno - východ,2 016,27.7.2016,S svítidlo-nesvítí,3.8.2016,Definitivní,S výměna světelného zdroje,28.7.2016
1 405,S-1604-014,,Město Brno,ZA DIVADLEM,Brno - východ,2 016,27.7.2016,S svítidlo-nesvítí,3.8.2016,Definitivní,S výměna světelného zdroje,28.7.2016
1 406,S-0841-023,R-0841-003,Pisárky,PISÁRECKÁ,Brno - západ,2 016,27.7.2016,Z porucha regulace,3.8.2016,Definitivní,Teplotní vlivy,30.7.2016
1 407,S-0654-060,Z-287,Černá Pole,MERHAUTOVA,Brno - východ,2 016,27.7.2016,Z porucha regulace,3.8.2016,Definitivní,Z regulace seřízena,1.10.2016
1 408,S-0091-057,Z-047,Královo Pole,BUDOVCOVA,Brno - západ,2 016,27.7.2016,Z porucha regulace,3.8.2016,Definitivní,Z regulace seřízena,27.7.2016
1 409,S-0953-007,,Nový Lískovec,RAISOVA,Brno - západ,2 016,27.7.2016,S svítidlo-nesvítí,3.8.2016,Definitivní,oprava volného vedení,28.7.2016
1 410,S-0175-015,Z-085,Husovice,DUKELSKÁ TŘÍDA,Brno - východ,2 016,27.7.2016,Z vybitá záložní baterie,3.8.2016,Definitivní,Z výměna baterie,28.7.2016
1 411,S-1150-076,,Bystrc,TEYSCHLOVA,Brno - západ,2 016,27.7.2016,S stožár-poškozen,3.8.2016,Definitivní,havárie,27.7.2016
1 412,S-1478-040,,Veveří,ÚDOLNÍ,Brno - východ,2 016,27.7.2016,"dvířka-poškozena, chybí",3.8.2016,Definitivní,jiná závada,28.7.2016
1 413,S-0231-005,,Královo Pole,GALANDAUEROVA,Brno - západ,2 016,27.7.2016,S svítidlo-nesvítí,3.8.2016,Definitivní,S výměna světelného zdroje,29.7.2016
1 414,S-0218-011,,Bystrc,FOLTÝNOVA,Brno - západ,2 016,27.7.2016,"dvířka-poškozena, chybí",3.8.2016,Definitivní,S oprava patice,28.7.2016
1 415,S-1491-001,Z-442,Komín,ŘEZÁČOVA,Brno - západ,2 016,27.7.2016,Z nekomunikuje,3.8.2016,Definitivní,Z obnovena komunikace RACOM,27.7.2016
1 416,S-1511-001,Z-055,Obřany,CIHELNÍ,Brno - východ,2 016,27.7.2016,SO nesvítí dle scénáře,3.8.2016,Definitivní,jiná závada,30.7.2016
1 417,S-0157-029,Z-076,Královo Pole,DOBROVSKÉHO,Brno - západ,2 016,27.7.2016,Z vypadený jistící prvek,3.8.2016,Definitivní,vypadený jistící prvek,28.7.2016
1 418,S-1491-001,Z-442,Komín,ŘEZÁČOVA,Brno - západ,2 016,27.7.2016,Z vypadený jistící prvek,3.8.2016,Definitivní,vypadený jistící prvek,28.7.2016
1 419,S-1174-007,Z-509,Komárov,TUHÁČKOVA,Brno - východ,2 016,28.7.2016,"Z vypnuta regulace, viz.poznámka",4.8.2016,Definitivní,Z regulace vyměněna,28.7.2016
1 420,S-0492-001,Z-232,Veveří,KOUNICOVA,Brno - východ,2 016,28.7.2016,Z nekomunikuje,4.8.2016,Definitivní,při kontrole vše v pořádku,28.7.2016
1 421,S-1108-021,Z-470,Líšeň,STRNADOVA,Brno - východ,2 016,28.7.2016,Z nekomunikuje,4.8.2016,Definitivní,při kontrole vše v pořádku,28.7.2016
1 422,S-1130-069,,Židenice,SVATOPLUKOVA,Brno - východ,2 016,28.7.2016,"S patice-poškozena, chybí",4.8.2016,Definitivní,S montáž patice,28.7.2016
1 423,S-1787-008,Z-607,Jehnice,POD VRŠKEM,Brno - západ,2 016,28.7.2016,Z vybitá PLC baterie,4.8.2016,Definitivní,Z výměna baterie,30.7.2016
1 424,S-0648-005,,Řečkovice,MAŘÍKOVA,Brno - západ,2 016,28.7.2016,S svítidlo-bliká,4.8.2016,Definitivní,při kontrole vše v pořádku,1.8.2016
1 425,S-1211-015,Z-516,Starý Lískovec,U POŠTY,Brno - západ,2 016,28.7.2016,Z porucha proudového snímače,4.8.2016,Definitivní,jiná závada,17.8.2016
1 426,S-0654-128,Z-289,Černá Pole,MERHAUTOVA,Brno - východ,2 016,28.7.2016,"Z vypnuta regulace, viz.poznámka",4.8.2016,Definitivní,Z regulace zapnuta,29.7.2016
1 427,S-0805-025,Z-351,Starý Lískovec,OSOVÁ,Brno - západ,2 016,28.7.2016,Z vypadený jistící prvek,4.8.2016,Definitivní,vypadený jistící prvek,1.8.2016
1 428,S-1056-011,,Královo Pole,SLOVINSKÁ,Brno - západ,2 016,29.7.2016,S svítidlo-nesvítí,5.8.2016,Definitivní,S výměna světelného zdroje,1.8.2016
1 429,S-0018-002,Z-009,Maloměřice,BAAROVO NÁBŘEŽÍ,Brno - východ,2 016,29.7.2016,Z vypadený jistící prvek,5.8.2016,Definitivní,vypadený jistící prvek,1.8.2016
1 430,S-0202-006,Z-092,Bystrc,EČEROVA,Brno - západ,2 016,29.7.2016,Z nekomunikuje,5.8.2016,Definitivní,Z obnovena komunikace,30.7.2016
1 431,S-0579-006,Z-261,Stránice,LERCHOVA,Brno - západ,2 016,29.7.2016,viz. poznámka,5.8.2016,Definitivní,jiná závada,30.7.2016
1 432,S-0579-005,Z-261,Stránice,LERCHOVA,Brno - západ,2 016,30.7.2016,Z vybitá záložní baterie,6.8.2016,Definitivní,jiná závada,30.7.2016
1 433,S-0375-135,Z-187,Bohunice,JIHLAVSKÁ,Brno - západ,2 016,30.7.2016,Z vypadený jistící prvek,6.8.2016,Definitivní,při kontrole vše v pořádku,30.7.2016
1 434,S-0375-135,Z-187,Bohunice,JIHLAVSKÁ,Brno - západ,2 016,30.7.2016,"Z vypnuta regulace, porucha síťě",6.8.2016,Definitivní,při kontrole vše v pořádku,30.7.2016
1 435,S-0579-005,Z-261,Stránice,LERCHOVA,Brno - západ,2 016,30.7.2016,Z zapnout BP - porucha stabilizace,30.7.2016,Definitivní,při kontrole vše v pořádku,8.8.2016
1 436,S-0902-072,Z-409,Staré Brno,POŘÍČÍ,Brno - východ,2 016,30.7.2016,Z vybitá záložní baterie,6.8.2016,Definitivní,Z výměna baterie,1.8.2016
1 437,S-0819-109,Z-358,Královo Pole,PALACKÉHO TŘÍDA,Brno - západ,2 016,30.7.2016,Z vypadený jistící prvek,6.8.2016,Definitivní,vypadený jistící prvek,1.8.2016
1 438,S-1696-096,Z-029,Starý Lískovec,BÍTEŠSKÁ,Brno - západ,2 016,30.7.2016,"Z vypnuta regulace, viz.poznámka",6.8.2016,Definitivní,Z regulace seřízena,1.8.2016
1 439,S-1433-002,Z-478,Židenice,ŠEDOVA,Brno - východ,2 016,30.7.2016,viz. poznámka,6.8.2016,Definitivní,jiná závada,1.8.2016
1 440,S-0069-039,Z-037,Ponava,BOTANICKÁ,Brno - západ,2 016,30.7.2016,Z vypadený jistící prvek,6.8.2016,Definitivní,vypadený jistící prvek,1.8.2016
1 441,S-0818-036,,Řečkovice,PALACKÉHO NÁMĚSTÍ,Brno - západ,2 016,30.7.2016,S svítidlo-nesvítí,6.8.2016,Definitivní,S oprava svítidla,1.8.2016
1 442,S-0375-131,Z-187,Bohunice,JIHLAVSKÁ,Brno - západ,2 016,30.7.2016,"Z vypnuta regulace, viz.poznámka",6.8.2016,Definitivní,Z regulace seřízena,1.8.2016
1 443,S-0275-092,Z-122,Štýřice,HERŠPICKÁ,Brno - západ,2 016,31.7.2016,Z porucha regulace,7.8.2016,Definitivní,Teplotní vlivy,4.8.2016
1 444,S-1536-036,,Žabovřesky,KNÍNIČSKÁ,Brno - západ,2 016,31.7.2016,S stožár-poškozen,7.8.2016,Definitivní,S montáž dvířek,1.8.2016
1 445,S-0974-009,Z-434,Židenice,ROKYTOVA,Brno - východ,2 016,31.7.2016,Z vypadený jistící prvek,7.8.2016,Definitivní,vypadený jistící prvek,1.8.2016
1 446,S-0974-009,Z-434,Židenice,ROKYTOVA,Brno - východ,2 016,31.7.2016,"Z vypnuta regulace, viz.poznámka",7.8.2016,Definitivní,jiná závada,1.8.2016
1 447,S-0157-031,Z-076,Královo Pole,DOBROVSKÉHO,Brno - západ,2 016,31.7.2016,Z vypadený jistící prvek,7.8.2016,Definitivní,vypadený jistící prvek,1.8.2016
1 448,S-1176-007,Z-512,Černovice,TURGENĚVOVA,Brno - východ,2 016,31.7.2016,Z výpadek přívodního napájení,7.8.2016,Definitivní,Z obnovení dodávky el. energie,31.7.2016
1 449,S-1493-037,Z-444,Slatina,ŘÍPSKÁ,Brno - východ,2 016,31.7.2016,"Z vypnuta regulace, viz.poznámka",7.8.2016,Definitivní,Z regulace seřízena,1.8.2016
1 450,S-1393-096,Z-603,Žabovřesky,ŽABOVŘESKÁ,Brno - západ,2 016,31.7.2016,Z vypadený jistící prvek,7.8.2016,Definitivní,vypadený jistící prvek,1.8.2016
1 451,S-1538-041,Z-226,Nový Lískovec,KONIKLECOVÁ,Brno - západ,2 016,31.7.2016,Z vypadený jistící prvek,7.8.2016,Definitivní,vypadený jistící prvek,1.8.2016
1 452,S-1130-024,Z-474,Židenice,SVATOPLUKOVA,Brno - východ,2 016,31.7.2016,Z vypadený jistící prvek,7.8.2016,Definitivní,vypadený jistící prvek,1.8.2016
1 453,S-1130-026,Z-474,Židenice,SVATOPLUKOVA,Brno - východ,2 016,31.7.2016,"Z vypnuta regulace, porucha síťě",7.8.2016,Definitivní,jiná závada,1.8.2016
1 454,S-1395-065,R-1395-003,Židenice,ŽAROŠICKÁ,Brno - východ,2 016,31.7.2016,Z výpadek přívodního napájení,7.8.2016,Definitivní,vypadený jistící prvek,31.7.2016
1 455,S-1252-031,Z-543,Židenice,VELKOPAVLOVICKÁ,Brno - východ,2 016,31.7.2016,Z vypadený jistící prvek,7.8.2016,Definitivní,vypadený jistící prvek,1.8.2016
1 456,S-0702-032,Z-307,Královo Pole,MYSLÍNOVA,Brno - západ,2 016,31.7.2016,Z vypadený jistící prvek,7.8.2016,Definitivní,vypadený jistící prvek,1.8.2016
1 457,S-0101-025,Z-051,Komín,BYSTRCKÁ,Brno - západ,2 016,1.8.2016,Z vybitá PLC baterie,8.8.2016,Definitivní,Z regulace seřízena,1.8.2016
1 458,S-0331-041,Z-155,Staré Brno,HYBEŠOVA,Brno - východ,2 016,1.8.2016,Z zapnout BP - porucha stabilizace,1.8.2016,Definitivní,jiná závada,8.8.2016
1 459,S-1289-014,,Maloměřice,VRBÍ,Brno - východ,2 016,1.8.2016,S svítidlo-nesvítí,8.8.2016,Definitivní,S výměna světelného zdroje,2.8.2016
1 460,S-0018-003,,Maloměřice,BAAROVO NÁBŘEŽÍ,Brno - východ,2 016,1.8.2016,"S patice-poškozena, chybí",8.8.2016,Definitivní,S montáž patice,1.8.2016
1 461,S-0946-072,,Bystrc,PŘÍSTAVNÍ,Brno - západ,2 016,1.8.2016,S stožár-poškozen,8.8.2016,Provizorní,S výměna stožáru,2.8.2016
1 462,S-0006-007,,Staré Brno,ANENSKÁ,Brno - východ,2 016,1.8.2016,S svítidlo-nesvítí,8.8.2016,Definitivní,oprava kabelu,24.8.2016
1 463,S-0215-028,,Bystrc,FLEISCHNEROVA,Brno - západ,2 016,1.8.2016,S svítidlo-rozbité,8.8.2016,Definitivní,S výměna svítidla,2.8.2016
1 464,S-0702-032,Z-307,Královo Pole,MYSLÍNOVA,Brno - západ,2 016,1.8.2016,Z vybitá PLC baterie,8.8.2016,Definitivní,Z výměna baterie,2.8.2016
1 465,S-0819-099,Z-358,Královo Pole,PALACKÉHO TŘÍDA,Brno - západ,2 016,1.8.2016,Z vypadený jistící prvek,8.8.2016,Provizorní,kabelová porucha 3,2.8.2016
1 466,S-1252-037,Z-543,Židenice,VELKOPAVLOVICKÁ,Brno - východ,2 016,1.8.2016,Z vypadený jistící prvek,8.8.2016,Definitivní,S výměna svorkovnice,2.8.2016
1 467,S-0478-014,R-0478-006,Staré Brno,KOPEČNÁ,Brno - východ,2 016,1.8.2016,S svítidlo-nesvítí,8.8.2016,Definitivní,vypadený jistící prvek,2.8.2016
1 468,S-0379-004,,Staré Brno,JIRCHÁŘE,Brno - východ,2 016,1.8.2016,S svítidlo-nesvítí,8.8.2016,Definitivní,kabelová porucha,2.8.2016
1 469,S-1371-031,Z-587,Zábrdovice,ZÁBRDOVICKÁ,Brno - východ,2 016,1.8.2016,Z vypadený jistící prvek,8.8.2016,Provizorní,kabelová porucha 2,2.8.2016
1 470,S-1371-031,Z-587,Zábrdovice,ZÁBRDOVICKÁ,Brno - východ,2 016,1.8.2016,"Z vypnuta regulace, porucha síťě",8.8.2016,Definitivní,Z regulace zapnuta,12.10.2016
1 471,S-0342-046,Z-168,Medlánky,JABLOŇOVÁ,Brno - západ,2 016,1.8.2016,Z vybitá PLC baterie,8.8.2016,Definitivní,Z výměna baterie,2.8.2016
1 472,S-0808-018,Z-357,Židenice,OTAKARA ŠEVČÍKA,Brno - východ,2 016,2.8.2016,Z vybitá PLC baterie,9.8.2016,Definitivní,Z výměna baterie,3.8.2016
1 473,S-1379-001,,Město Brno,ZÁMEČNICKÁ,Brno - východ,2 016,2.8.2016,S svítidlo-nesvítí,9.8.2016,Definitivní,S výměna světelného zdroje,3.8.2016
1 474,S-1389-002,,Žabovřesky,NÁM. SVORNOSTI,Brno - západ,2 016,3.8.2016,S svítidlo-bliká,10.8.2016,Definitivní,S výměna světelného zdroje,4.8.2016
1 475,S-1536-094,,Komín,KNÍNIČSKÁ,Brno - západ,2 016,3.8.2016,S stožár-poškozen,10.8.2016,Definitivní,S výměna stožáru,18.11.2016
1 476,S-1054-008,,Husovice,SLEZÁKOVA,Brno - východ,2 016,3.8.2016,S svítidlo-nesvítí,10.8.2016,Definitivní,S výměna světelného zdroje,4.8.2016
1 477,S-0779-037,,Nový Lískovec,OBLÁ,Brno - západ,2 016,3.8.2016,"S patice-poškozena, chybí",10.8.2016,Definitivní,S montáž patice,4.8.2016
1 478,S-1256-088,Z-545,Jundrov,VESLAŘSKÁ,Brno - západ,2 016,3.8.2016,Z vypadený jistící prvek,10.8.2016,Provizorní,kabelová porucha 2,8.8.2016
1 479,S-1439-005,Z-479,Jundrov,ŠEŘÍKOVÁ,Brno - západ,2 016,3.8.2016,Z vypadený jistící prvek,10.8.2016,Definitivní,vypadený jistící prvek,4.8.2016
1 480,S-0255-006,Z-113,Řečkovice,HAPALOVA,Brno - západ,2 016,3.8.2016,SO nekomunikuje čip,10.8.2016,Definitivní,Z výměna el. výzbroje,12.8.2016
1 481,S-1256-174,Z-545,Jundrov,VESLAŘSKÁ,Brno - západ,2 016,3.8.2016,"Z vypnuta regulace, porucha síťě",10.8.2016,Definitivní,Z regulace zapnuta,8.8.2016
1 482,S-1512-071,R-0031-005,Město Brno,DENISOVY SADY,Brno - východ,2 016,3.8.2016,S svítidlo-nesvítí,10.8.2016,Definitivní,S výměna světelného zdroje,4.8.2016
1 483,S-1393-210,,Žabovřesky,ŽABOVŘESKÁ,Brno - západ,2 016,3.8.2016,S svítidlo-nesvítí,10.8.2016,Definitivní,vypadený jistící prvek,4.8.2016
1 484,S-1716-108,R-1716-016,Nový Lískovec,PETRA KŘIVKY,Brno - západ,2 016,3.8.2016,viz. poznámka,10.8.2016,Definitivní,jiná závada,8.8.2016
1 485,S-0907-062,Z-415,Stránice,PRESLOVA,Brno - západ,2 016,4.8.2016,Z vypadený jistící prvek,11.8.2016,Definitivní,jiná závada,4.8.2016
1 486,S-1512-008,,Město Brno,DENISOVY SADY,Brno - východ,2 016,4.8.2016,S svítidlo-nesvítí,11.8.2016,Definitivní,při kontrole vše v pořádku,4.8.2016
1 487,S-0132-003,,Ponava,CHLUPOVA,Brno - západ,2 016,4.8.2016,S svítidlo-bliká,11.8.2016,Definitivní,S výměna světelného zdroje,20.9.2016
1 488,S-0727-019,,Bystrc,NAD KAŠNOU,Brno - západ,2 016,4.8.2016,S svítidlo-bliká,11.8.2016,Definitivní,S výměna světelného zdroje,5.8.2016
1 489,S-0909-010,,Chrlice,PROKEŠOVA,Brno - východ,2 016,4.8.2016,S svítidlo-bliká,11.8.2016,Definitivní,S výměna světelného zdroje,8.8.2016
1 490,S-0292-007,,Lesná,HOLUBOVA,Brno - východ,2 016,4.8.2016,S svítidlo-bliká,11.8.2016,Definitivní,S výměna světelného zdroje,5.8.2016
1 491,S-0125-033,Z-159,Černovice,CHARBULOVA,Brno - východ,2 016,4.8.2016,Z vybitá záložní baterie,11.8.2016,Definitivní,jiná závada,6.8.2016
1 492,S-1829-017,,Bystrc,ADAMCOVA,Brno - západ,2 016,4.8.2016,S svítidlo-nesvítí,11.8.2016,Definitivní,S výměna světelného zdroje,5.8.2016
1 493,S-1194-011,,Černá Pole,TŘÍDA KAPITÁNA JAROŠE,Brno - východ,2 016,4.8.2016,"dvířka-poškozena, chybí",11.8.2016,Definitivní,S montáž dvířek,5.8.2016
1 494,S-1176-027,Z-511,Černovice,TURGENĚVOVA,Brno - východ,2 016,4.8.2016,Z vybitá záložní baterie,11.8.2016,Definitivní,jiná závada,6.8.2016
1 495,S-0804-005,,Jundrov,OSIKOVÁ,Brno - západ,2 016,4.8.2016,"nesvítí celá ulice, oblast",11.8.2016,Definitivní,vypadený jistící prvek,5.8.2016
1 496,S-0789-180,Z-340,Černovice,OLOMOUCKÁ,Brno - východ,2 016,4.8.2016,"Z vypnuta regulace, viz.poznámka",11.8.2016,Definitivní,jiná závada,6.8.2016
1 497,S-1422-009,Z-067,Město Brno,ČESKÁ,Brno - východ,2 016,5.8.2016,Z porucha regulace,12.8.2016,Definitivní,Teplotní vlivy,9.8.2016
1 498,S-0250-032,Z-111,Lesná,HALASOVO NÁMĚSTÍ,Brno - východ,2 016,5.8.2016,Z porucha regulace,12.8.2016,Definitivní,Teplotní vlivy,9.8.2016
1 499,S-0841-021,Z-374,Pisárky,PISÁRECKÁ,Brno - západ,2 016,5.8.2016,Z porucha regulace,12.8.2016,Definitivní,Teplotní vlivy,9.8.2016
1 500,S-1162-008,,Židenice,TOVAČOVSKÉHO,Brno - východ,2 016,5.8.2016,S svítidlo-bliká,12.8.2016,Definitivní,S výměna světelného zdroje,8.8.2016
1 501,S-1232-013,,Královo Pole,VACKOVA,Brno - západ,2 016,5.8.2016,S svítidlo-bliká,12.8.2016,Definitivní,S výměna světelného zdroje,5.8.2016
1 502,S-1232-015,,Královo Pole,VACKOVA,Brno - západ,2 016,5.8.2016,S svítidlo-nesvítí,12.8.2016,Definitivní,S výměna světelného zdroje,5.8.2016
1 503,S-1524-015,,Žebětín,HOSTISLAVOVA,Brno - západ,2 016,6.8.2016,S stožár-poškozen,13.8.2016,Definitivní,S výměna stožáru,22.8.2016
1 504,S-0687-042,,Město Brno,MORAVSKÉ NÁMĚSTÍ,Brno - východ,2 016,7.8.2016,S svítidlo-bliká,14.8.2016,Definitivní,S výměna světelného zdroje,8.8.2016
1 505,S-0956-007,Z-428,Bystrc,RAKOVECKÁ,Brno - západ,2 016,7.8.2016,Z vypadený jistící prvek,14.8.2016,Definitivní,při kontrole vše v pořádku,7.8.2016
1 506,S-0841-009,Z-646,Pisárky,PISÁRECKÁ,Brno - západ,2 016,7.8.2016,"Z vypnuta regulace, viz.poznámka",14.8.2016,Definitivní,Z regulace seřízena,8.8.2016
1 507,S-1188-039,Z-492,Ponava,TÁBOR,Brno - západ,2 016,7.8.2016,Z vypadený jistící prvek,14.8.2016,Definitivní,vypadený jistící prvek,8.8.2016
1 508,S-1188-039,Z-492,Ponava,TÁBOR,Brno - západ,2 016,7.8.2016,Z nelze odečíst napětí,14.8.2016,Definitivní,Z výměna Modicomu,8.8.2016
1 509,S-0654-023,Z-288,Černá Pole,MERHAUTOVA,Brno - východ,2 016,8.8.2016,Z vypadený jistící prvek,15.8.2016,Provizorní,kabelová porucha 3,8.8.2016
1 510,S-0654-023,Z-288,Černá Pole,MERHAUTOVA,Brno - východ,2 016,8.8.2016,"Z vypnuta regulace, porucha síťě",15.8.2016,Definitivní,Z regulace zapnuta,12.10.2016
1 511,S-1520-004,,Žebětín,HELENČINA,Brno - západ,2 016,8.8.2016,S svítidlo-nesvítí,15.8.2016,Definitivní,S výměna světelného zdroje,9.8.2016
1 512,S-1188-038,Z-492,Ponava,TÁBOR,Brno - západ,2 016,8.8.2016,viz. poznámka,15.8.2016,Definitivní,Z výměna Modicomu,8.8.2016
1 513,S-1157-010,,Staré Brno,TOMEŠOVA,Brno - východ,2 016,8.8.2016,S svítidlo-bliká,15.8.2016,Definitivní,S výměna světelného zdroje,9.8.2016
1 514,S-0097-013,Z-050,Veveří,BUREŠOVA,Brno - východ,2 016,8.8.2016,Z výpadek přívodního napájení,15.8.2016,Definitivní,Z obnovení dodávky el. energie,8.8.2016
1 515,S-1503-140,,Pisárky,BAUEROVA,Brno - západ,2 016,8.8.2016,"dvířka-poškozena, chybí",15.8.2016,Definitivní,S montáž dvířek,9.8.2016
1 516,S-1503-141,,Pisárky,BAUEROVA,Brno - západ,2 016,8.8.2016,"dvířka-poškozena, chybí",15.8.2016,Definitivní,S montáž dvířek,9.8.2016
1 517,S-1176-036,Z-511,Černovice,TURGENĚVOVA,Brno - východ,2 016,8.8.2016,Z vybitá záložní baterie,15.8.2016,Definitivní,Z výměna baterie,9.8.2016
